File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
0c6360e5-6494-48bb-96e0-db16b0db85fc	60e0a6b3-0888-482f-8ba4-eecfbb301e40.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-5281	TCGA-DB-5281-01A	Primary Tumor
d50f044f-cfad-4f7a-9975-cc773dad060e	a35bbf54-3c3d-48b9-bd40-7470212fcae5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-5275	TCGA-DB-5275-01A	Primary Tumor
fdc32505-b8ea-43ef-bb6d-43f9db2fe777	db17e1af-915c-47f9-88dd-519b5303d3f0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-IK-8125	TCGA-IK-8125-01A	Primary Tumor
17cfd505-3053-48eb-8e54-314393eda242	7c4e8d97-68b5-4a4d-b9af-81f81a351905.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A615	TCGA-HT-A615-01A	Primary Tumor
554f9940-39a2-4e38-ae9a-15b7b5f95386	af54d579-e74f-49b2-a7f1-3f8406e6ff0e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-8181	TCGA-FG-8181-01A	Primary Tumor
e6a6e9ee-2047-45be-a620-ba5b7548ac21	334a2712-5ae2-4f7c-bf48-f9101f5ecffe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8114	TCGA-HT-8114-01A	Primary Tumor
6f9c8fdf-ded0-489c-86cf-3140858c22d8	28ec98cf-4eb2-4da6-9752-2764142e8f72.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64O	TCGA-DB-A64O-01A	Primary Tumor
f7472b6f-13ca-4afb-847d-26ba71e49ef8	ccc4ba5b-15f6-40f2-a3b8-187b38c4e6df.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5849	TCGA-DU-5849-01A	Primary Tumor
59ac5ad1-6954-4b23-b088-7f404c660f3d	1dcdf6b2-145c-4dbd-831b-ff1a99c0149d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-5144	TCGA-DH-5144-01A	Primary Tumor
d39377d6-bebc-4c0b-bb53-6de8adfce2d1	7d5d386e-4f7a-4b30-976b-ea08c0c21b5a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-8189	TCGA-FG-8189-01B	Primary Tumor
da75e8ea-2599-4971-a4c2-9c5ee1a7f680	446c42bb-1495-4986-a4fc-e1f3acde0834.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-6669	TCGA-CS-6669-01A	Primary Tumor
faecf789-0d4a-47b1-b462-b0554943faad	b1598fb1-aaa8-4333-be93-c6642bc0d90e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RQ	TCGA-TQ-A7RQ-01A	Primary Tumor
18ac5a14-087a-4e14-b3f0-65c6a19df166	22af5cfb-51e1-45f1-b161-30c50e3238a3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-EZ-7264	TCGA-EZ-7264-01A	Primary Tumor
3d866705-3fd2-4d63-a145-3c42d543651e	d4eed6a4-986c-409a-8f6c-1ddb00069894.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-5397	TCGA-CS-5397-01A	Primary Tumor
1548d834-aea8-4595-963c-ed01d10bbeb2	5ddf7c5c-a502-440a-826b-702ae27a21fe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8163	TCGA-DU-8163-01A	Primary Tumor
46730993-4094-42ad-9a60-d66b889c02df	1ecf2ab6-9aea-4178-81f0-3c486bf51e9e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RK	TCGA-TQ-A7RK-01A	Primary Tumor
a32ceca4-c381-43c9-bca5-b10125795502	51d34a77-ceaa-4330-a7e5-3fd02cdc3979.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A76R	TCGA-DU-A76R-01A	Primary Tumor
5a1be6b8-9340-4ca2-9ee8-3288d187d6a1	faa24ff0-dcf4-4245-b232-a172b0f19148.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A65Z	TCGA-QH-A65Z-01A	Primary Tumor
3e8e8671-5f42-4c3f-b3a2-f1d2fa04b97c	830e3b4b-04a4-498e-9b66-70b867243b0e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6392	TCGA-DU-6392-01A	Primary Tumor
6f63dd66-ddc4-42ab-afaf-3bef1501fc6c	880303de-d3d2-4e09-8e67-2f58015da587.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7R7	TCGA-S9-A7R7-01A	Primary Tumor
59c996e8-a395-46c7-8121-033c629e1dea	8e1ffdc2-b7ab-450b-b6da-2234aa78626a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8564	TCGA-HT-8564-01A	Primary Tumor
fa6af32f-30ee-4db8-bffc-a2fb6a5a71c0	3fe73640-0b2c-48f8-adde-00ebe9c749e8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6CU	TCGA-QH-A6CU-01A	Primary Tumor
3b029f13-ccc1-4f7a-86f1-f20f168522d6	816b4487-ff20-4d8e-9d28-83b983620753.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6393	TCGA-DU-6393-01A	Primary Tumor
968b9f85-4207-4df3-92a2-6fc62a835dbf	e6a5e660-9928-40e9-bc03-3ab31c3c700c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RP	TCGA-TQ-A7RP-01A	Primary Tumor
50a4c113-d533-4edf-814e-980812ce481f	3e859ca1-a1f6-4979-9a13-629a69373964.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7476	TCGA-HT-7476-01A	Primary Tumor
5d7ce598-6c90-44f3-98da-aef192bc86ca	599629a4-f067-42f3-9a7f-8ee84f6e245b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5853	TCGA-DU-5853-01A	Primary Tumor
10a40ceb-080c-4758-97f9-1a262e2639ed	9858d286-1b96-4414-bd09-d73dc6f1c79e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64R	TCGA-DB-A64R-01A	Primary Tumor
af07c82d-f019-4702-b7ae-293277589493	793f0403-166e-4a0c-aa9a-7a57722d8af1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7604	TCGA-HT-7604-01A	Primary Tumor
68cd6dcf-aac3-4e48-8f01-59d91b8e684d	8b0dfb59-df19-4c93-b040-eb75bad863fc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RK	TCGA-TQ-A7RK-02A	Recurrent Tumor
b9572c47-84ca-4902-8fde-452fc2c96bcb	155f0f8e-9af5-452a-92ee-8b49d5df864e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64Q	TCGA-DB-A64Q-01A	Primary Tumor
58d7a123-f38a-4c67-a428-99aa633de9f7	23c68fb3-de52-4281-b24f-78a9341f9cbd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A713	TCGA-FG-A713-01A	Primary Tumor
7e696d9b-4dc6-47dc-b3c2-c38739801097	242fc0a5-8706-4160-90e5-59af4e0f7239.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-6691	TCGA-FG-6691-01A	Primary Tumor
69db64fb-1f59-43e5-81cb-369f30c36186	1be9778b-7fa2-4807-b6f4-2eebda72b2e3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A87Q	TCGA-FG-A87Q-01A	Primary Tumor
56f81d9d-ae33-4b10-8751-433d1ef7655a	b71157ef-fb33-4e47-87e3-ba68c673225c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A66G	TCGA-DH-A66G-01A	Primary Tumor
64a0afa7-5d4f-46c5-be64-0d449f4cb691	813fda52-3421-4489-b780-eed81f8bdca7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A60L	TCGA-FG-A60L-01A	Primary Tumor
7bb825e9-f464-47b9-8439-9d95c9fc125b	59103ebb-e5dd-45db-b921-d8ec553f6663.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7857	TCGA-HT-7857-01A	Primary Tumor
2f0af4e7-1572-44c5-8273-15fd1e7d4a27	3d8aeff3-b4da-4bb4-bcdf-b7c15e88458c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7R1	TCGA-S9-A7R1-01A	Primary Tumor
4ff63545-7675-4f68-9aca-4bffba086448	06774da7-66ac-4a31-884a-7ea65cbcae93.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7616	TCGA-HT-7616-01A	Primary Tumor
709ad0a3-b28c-47ac-a5c3-b7a584e3dc48	b5b997f7-28d0-43aa-a4d5-c21cb42b5c05.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7474	TCGA-HT-7474-01A	Primary Tumor
6b4b0151-2ff7-4514-b17b-018c266c7fd9	d8e6b946-9f27-4f9a-9a0e-f9eacbf69bc8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-WY-A859	TCGA-WY-A859-01A	Primary Tumor
6de8542e-acfe-4a44-85ff-e72648862c6d	534363d1-ae75-4144-b9a1-fdefbb51f4e4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A737	TCGA-P5-A737-01A	Primary Tumor
96936ac5-9168-42f3-8144-82dedfd44057	54661d8a-a0af-4893-b181-929435381f24.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6X8	TCGA-QH-A6X8-01A	Primary Tumor
419b813a-2456-407c-9a55-f661046565f3	9ffbc5a2-a358-402c-88be-39c4b81e1b76.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8166	TCGA-DU-8166-01A	Primary Tumor
508f345d-c6c0-4e17-be03-37c4c275664a	70c9897f-da8a-47fb-8f4e-cd725aa7355c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7IY	TCGA-S9-A7IY-01A	Primary Tumor
c1f92cec-0bdc-43b1-94ae-0108cb2ca000	52690fbd-b6dd-43b3-b301-0c5a53a06119.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A72U	TCGA-P5-A72U-01A	Primary Tumor
7afe1c32-e774-4f1c-a2ef-12b8dfb2e594	042bda6c-efe8-4341-a972-a0afe2e68a48.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7481	TCGA-HT-7481-01A	Primary Tumor
10844cb1-4600-4189-915d-3dd8622b4f4c	cecb9503-5b1f-4a02-bbdf-9d0ae63de828.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A7TJ	TCGA-DU-A7TJ-01A	Primary Tumor
3209b1fb-3aa0-4e4b-9bfb-b6856b2ded29	88956de1-e6a5-425d-b7dc-2e095c7effee.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A7UT	TCGA-DH-A7UT-01A	Primary Tumor
4a5a7133-7d55-4a4c-846a-eb2429e0e38b	321a6d76-8c6d-4aac-b597-d45ae299d6a6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-7636	TCGA-FG-7636-01A	Primary Tumor
765a1089-8b84-432b-b9c4-df53bb4df8ce	4b77b6fa-7626-43fb-8684-87e3c09276bb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A6S8	TCGA-DU-A6S8-01A	Primary Tumor
cd5265ef-68c7-45f7-8f81-a367fbd8a12b	ceb8c083-f451-42f7-873d-8346caa0ffa3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5874	TCGA-DU-5874-01A	Primary Tumor
09e7b428-0fd2-4641-a130-a814369dfcda	125d935b-f418-4314-bc31-720b83c93d8a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8018	TCGA-HT-8018-01A	Primary Tumor
ffcd4366-0d76-4d5d-aabb-ce07deb371d7	52a0784a-e1fb-4b7c-be95-d7e027fd406b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7012	TCGA-DU-7012-01A	Primary Tumor
765c4ddb-5a81-4e73-8a93-4e06b142bfb8	fe334858-0ef5-40d5-956e-270dc1d50112.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A6J1	TCGA-FG-A6J1-01A	Primary Tumor
07921599-f0ab-4f58-99af-fbfb09bc3e9b	2fafd7bb-e8ce-4b03-8607-cf6cb2a2119a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7IS	TCGA-S9-A7IS-01A	Primary Tumor
402aec93-4655-4f5e-b657-fe6874db22f9	e584b6af-54f6-447a-8835-f32568cf1999.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-5143	TCGA-DH-5143-01A	Primary Tumor
ebc0657f-098d-41a2-80dc-782a2bdc4e5c	2c804244-7005-4889-8504-396af30a3487.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A733	TCGA-P5-A733-01A	Primary Tumor
e89e165b-8efe-4c21-9b3e-3bdfad64336e	d90565b5-52bf-4168-b6ed-5d46219f8e8b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A66F	TCGA-DH-A66F-01A	Primary Tumor
5b3bbf9d-6052-4c95-af51-7d41e4cdfb24	ea5dce6f-9aeb-4cb4-b628-7377621563d5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A5TP	TCGA-DU-A5TP-01A	Primary Tumor
de5fad35-f0c6-4e20-bb87-23c2df3e95b9	96356478-4461-4399-88ef-b880f7a681dc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8105	TCGA-HT-8105-01A	Primary Tumor
ea742096-6a4f-4d67-80f8-9dcd5ad00cb4	d6706bff-1f56-43a5-a180-1223034cfc09.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6407	TCGA-DU-6407-02A	Recurrent Tumor
193541e7-e01d-4eb3-9e82-c7d1d6833fae	a2ff285b-8820-4c11-957f-fcfddac24ae5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-6668	TCGA-CS-6668-01A	Primary Tumor
aa102112-cd2e-46c2-8a39-d4eba444508d	fedabcb6-dbe9-4f11-9a97-31ad851a0f32.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7483	TCGA-HT-7483-01A	Primary Tumor
3c2f3c04-f506-4170-a12e-d594ffd8bf58	a50dc531-362b-42be-980f-4d19883c681e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7694	TCGA-HT-7694-01A	Primary Tumor
769af846-b762-44b6-9057-ea6ebec15b68	cc0cd4c2-0c81-49ac-bc35-4f6dce9df1a7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A614	TCGA-HT-A614-01A	Primary Tumor
0f800097-0fe3-4d9a-a9e4-33b553726283	eda54022-57f4-4abf-aa50-a48edfb337c2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-IK-7675	TCGA-IK-7675-01A	Primary Tumor
79fdcda2-7dc3-44e4-a616-9972760c3833	da618276-f970-402d-a9fa-4c98e951557f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64S	TCGA-DB-A64S-01A	Primary Tumor
d5d4fa9f-5040-4f71-93e4-dede76968b60	36f0bd31-1f94-4063-8903-42d5bd113d0e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A6J3	TCGA-FG-A6J3-01A	Primary Tumor
069e68ca-2302-496b-9fdf-e55d37b01297	a0a23823-3e04-49af-9494-87bc5ddd5424.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6397	TCGA-DU-6397-02A	Recurrent Tumor
1fdb7de3-664b-4f0b-9da0-c057643d8d4f	8a496ad8-98b2-4ff8-a21d-81db99fbb65b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RF	TCGA-TQ-A7RF-01A	Primary Tumor
82e920e1-85a5-4d87-b68e-9a6046579bb1	337e33d8-d151-4509-8b16-62b288489c4c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6CX	TCGA-QH-A6CX-01A	Primary Tumor
4c27abc2-e52c-40dc-9bb9-7bb956d1afa1	78541992-59e2-451b-90e0-862353e74f93.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84L	TCGA-TM-A84L-01A	Primary Tumor
94a66e15-8445-4909-bd31-8e95cdb3327a	cf602f51-88b6-4251-9f5a-a27b321954fc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7Z2	TCGA-E1-A7Z2-01A	Primary Tumor
17485712-8852-45f3-b921-8f5fc93c964b	d92949ec-4287-42e2-ad63-9ef92dcae770.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7472	TCGA-HT-7472-01A	Primary Tumor
ae25584b-20e9-4c2a-9add-b6afd57e478b	f3701269-6698-4762-b3bb-5932e62ff08c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A4X9	TCGA-DB-A4X9-01A	Primary Tumor
ae2ce4ab-4abb-40af-89c3-a1ef271087e3	df387c52-1d88-4c41-982e-28e7d9fc5d51.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6397	TCGA-DU-6397-01A	Primary Tumor
e1e62ffb-97d5-4223-8636-7bba048e75e5	9405ee49-6525-45e4-b471-04c6838c6514.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RR	TCGA-TQ-A7RR-01A	Primary Tumor
9bf7337d-ee51-46d6-aa69-9a958508cd1c	dd3a8c82-f5f0-4ef4-9550-2cd2affe9aa9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5847	TCGA-DU-5847-01A	Primary Tumor
17a5a8bd-fb5a-43c7-931b-bf92919094ee	7a4e54b4-ad3f-4845-8c18-ecc0cba76f8c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7609	TCGA-HT-7609-01A	Primary Tumor
30497862-011d-47d6-add8-4de2733ac445	d6478e3f-149e-4b99-82c2-182405f1040b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7YI	TCGA-E1-A7YI-01A	Primary Tumor
c2f15237-e10e-465b-b7cb-4e7b513c737a	3a470232-3995-4f88-8850-4d473bd161c0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A4XB	TCGA-DB-A4XB-01A	Primary Tumor
bd202cbc-db30-4bb0-80db-0281504b8bcb	2ad0717e-8acd-4a2a-b119-9779a0848fbd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7884	TCGA-HT-7884-01B	Primary Tumor
e6d2961b-cbca-4f03-986a-322fcfa06118	661fe6f6-26a0-457e-9a24-ae56f0ec9106.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VM-A8CH	TCGA-VM-A8CH-01A	Primary Tumor
671a8bcf-0f75-4b62-a89b-01d5785541b8	beb91d85-4af3-40b8-a68b-c2091137d2ae.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A72Z	TCGA-P5-A72Z-01A	Primary Tumor
a0f52df7-4ff8-4db0-a5ed-d26cb6d21521	bf49990d-0ec7-4ec3-b522-cbd6387c32e7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-8191	TCGA-FG-8191-01A	Primary Tumor
bf1d2090-fc47-4df7-806b-b1a55df9fa67	c84c1d82-c25a-4b56-b9ad-30f38536ea54.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-7641	TCGA-FG-7641-01B	Primary Tumor
f9bd9894-0bc0-47ba-a2b4-4dc42ffe3694	57c3b272-7dcb-4937-83c1-02a3694e701f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-GBM	TCGA-19-1389	TCGA-19-1389-02A	Recurrent Tumor
09b2efd3-27fd-4730-822e-0ae9f8597fbe	c3b82e75-c8c5-4dbb-b227-9b54db04b754.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-GBM	TCGA-26-5132	TCGA-26-5132-01A	Primary Tumor
6c12b460-bf8f-49d4-aa31-cfab76dc1ba4	6e5b77f6-07d2-4bb3-8356-9a96bfa9b9e1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A75M	TCGA-DB-A75M-01A	Primary Tumor
9a395b31-1f09-4fe3-a5fc-a48e4c5c99fc	a6133d23-58ac-4fab-b426-007af2b261fd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6410	TCGA-DU-6410-01A	Primary Tumor
d74b2cf9-00be-4d82-84c0-55f995528375	7d0cbdee-8343-4fac-98ac-ef1b4e7e533b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84S	TCGA-TM-A84S-01A	Primary Tumor
86ef1131-06a2-4d47-8fd2-3cf74aa641bb	85c6321d-c39a-4ce9-a890-25544c54fd3f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7YU	TCGA-E1-A7YU-01A	Primary Tumor
63a1f62a-324b-4784-8f33-5f4ba592ffdb	8c39bcac-282f-4ea4-84ae-821f9a147344.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8167	TCGA-DU-8167-01A	Primary Tumor
