baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ENSEMBL	GENENAME	ENTREZID
1219.03804143099	1.06841440356771	0.275527969002358	3.87769854159006	0.000105449265053525	0.02861597331805	COL9A3	ENSG00000092758	collagen type IX alpha 3 chain	1299
75.903859649724	1.07365328040419	0.256998140971975	4.17766944283564	2.94511250612507e-05	0.0143721490298903	NHLH1	ENSG00000171786	nescient helix-loop-helix 1	4807
4813.67479228218	1.0908383323383	0.270255181809253	4.03632716692263	5.42944894631629e-05	0.0198018646273785	COL4A2	ENSG00000134871	collagen type IV alpha 2 chain	1284
4.54865420620936	1.1123297903829	0.292747886220233	3.79961681276189	0.000144919991491873	0.0330995855825258	SDR42E1	ENSG00000184860	short chain dehydrogenase/reductase family 42E, member 1	93517
53.8812749545949	1.11234139825121	0.295181240016358	3.76833364542262	0.000164340950063183	0.0356437260581481	LTK	ENSG00000062524	leukocyte receptor tyrosine kinase	4058
3816.83432563485	1.13557034823252	0.293678874763971	3.86670763821598	0.000110314543463276	0.02861597331805	COL4A1	ENSG00000187498	collagen type IV alpha 1 chain	1282
866.310264582116	1.14137867856	0.266062068890083	4.28989627616379	1.78756585433111e-05	0.0101303086867384	LNX1	ENSG00000072201	ligand of numb-protein X 1	84708
138.239426570986	1.16235384081629	0.30593469652786	3.79935278348019	0.000145074458666581	0.0330995855825258	ETV4	ENSG00000175832	ETS variant transcription factor 4	2118
25.3115070168184	1.18284207227598	0.24560437040954	4.81604651539227	1.46430403023014e-06	0.00122499491443253	MYO3B	ENSG00000071909	myosin IIIB	140469
654.144590509574	1.21033229208071	0.313382762972366	3.86215336351296	0.000112391971706822	0.02861597331805	FREM2	ENSG00000150893	FRAS1 related extracellular matrix 2	341640
18.3453248073893	1.23747065232835	0.25846876648217	4.78769899036803	1.68704429986634e-06	0.00128860844608921	TBX21	ENSG00000073861	T-box transcription factor 21	30009
44.738055120231	1.25977353946562	0.346240304642715	3.63843701202139	0.000274297694424669	0.0480144401681364	ZNF208	ENSG00000160321	zinc finger protein 208	7757
230.185421632041	1.2641530361646	0.259667651903649	4.86835008864974	1.12533841798602e-06	0.000988497266358924	PRSS12	ENSG00000164099	serine protease 12	8492
665.390204620839	1.2988925240884	0.270826117119496	4.79603864613727	1.61834071334645e-06	0.00128860844608921	SPRY4	ENSG00000187678	sprouty RTK signaling antagonist 4	81848
4.53338128174897	1.3007809515206	0.292489945255537	4.44726723985047	8.69696145216835e-06	0.00545672209970334	BNC1	ENSG00000169594	basonuclin 1	646
9.89563127155516	1.30857197720016	0.261305473502609	5.00782459571057	5.50486655247059e-07	0.000508997345230544	KLF17	ENSG00000171872	Kruppel like factor 17	128209
9.41023158757343	1.31035786910085	0.231357088607581	5.66378958599114	1.48065955684991e-08	2.89024745497102e-05	PDE6A	ENSG00000132915	phosphodiesterase 6A	5145
65.9496742405005	1.34335014176961	0.358567364091462	3.74643728431168	0.000179363819401803	0.0375126616577485	TRIM71	ENSG00000206557	tripartite motif containing 71	131405
2.54860662311935	1.36519383309559	0.355283439907192	3.84254845498065	0.000121763364895467	0.0293032711573091	OMP	ENSG00000254550	olfactory marker protein	4975
473.674814344414	1.37228769222183	0.352865440760261	3.88898297681175	0.000100665177738667	0.0280712038494113	SCN7A	ENSG00000136546	sodium voltage-gated channel alpha subunit 7	6332
79.938789498716	1.37312044758872	0.348687862351491	3.9379645690235	8.21757247542377e-05	0.0267374703239204	FAM180A	ENSG00000189320	family with sequence similarity 180 member A	389558
24.4959394211896	1.37403776258098	0.245034009052185	5.60753900201809	2.05223776071056e-08	3.60537129801631e-05	FOXD2	ENSG00000186564	forkhead box D2	2306
16.9075237962769	1.40003576103082	0.339376838280183	4.12531323034773	3.70230528498806e-05	0.0158639266455293	ZNF728	ENSG00000269067	zinc finger protein 728	388523
25.9711682778343	1.41525481139187	0.272626345298893	5.19118873064253	2.0895568464868e-07	0.000229433341744251	PTCHD4	ENSG00000244694	patched domain containing 4	442213
54.3596415644544	1.47564515080588	0.334846778225449	4.40692653107251	1.04847731337487e-05	0.00635160325564473	CHRNA3	ENSG00000080644	cholinergic receptor nicotinic alpha 3 subunit	1136
4.09368937268179	1.48268653298202	0.360272852639494	4.1154545009964	3.86417220361942e-05	0.015887961745264	HES2	ENSG00000069812	hes family bHLH transcription factor 2	54626
22.5932396271154	1.49204495257809	0.271555205661968	5.4944443025533	3.91942597854129e-08	6.25967959918303e-05	EBF2	ENSG00000221818	EBF transcription factor 2	64641
32.6000773150467	1.54716948927875	0.295810145137533	5.23027865916977	1.69254716560922e-07	0.000212390490038734	ADM2	ENSG00000128165	adrenomedullin 2	79924
115.656898883687	1.54931671631238	0.255001813863939	6.07570861099464	1.23441386469968e-09	4.33723655500878e-06	EDA2R	ENSG00000131080	ectodysplasin A2 receptor	60401
31.3307974650028	1.57032339644336	0.411348253158743	3.81750350070736	0.000134808875012006	0.0315776308828122	ALPK2	ENSG00000198796	alpha kinase 2	115701
2240.92284604521	1.57442539991351	0.408503593838972	3.85412863842304	0.00011614252210684	0.0287379130756756	VGF	ENSG00000128564	VGF nerve growth factor inducible	7425
14.413767989705	1.65259626428176	0.398168055815883	4.15049936865338	3.31750683436272e-05	0.0152320849085105	NLRP11	ENSG00000179873	NLR family pyrin domain containing 11	204801
3.26953911243142	1.67258302186705	0.354548581757665	4.71750024658191	2.38760111375636e-06	0.00167781505465887	APCDD1L	ENSG00000198768	APC down-regulated 1 like	164284
71.651626368786	1.68313893811414	0.40595434967276	4.14612859665358	3.38143961425267e-05	0.0152320849085105	SERPINA5	ENSG00000188488	serpin family A member 5	5104
131.258260660973	1.68549859891139	0.285296695570263	5.90787984958028	3.46538606926242e-09	8.69712892354317e-06	VWC2L	ENSG00000174453	von Willebrand factor C domain containing 2 like	402117
22.2960092366857	1.72035911158928	0.424896970601085	4.04888533132056	5.14621498080635e-05	0.0192358946346395	ISL2	ENSG00000159556	ISL LIM homeobox 2	64843
9.2973678320339	1.72457152131787	0.474199436984125	3.63680634520789	0.000276039301968452	0.0480144401681364	NPSR1	ENSG00000187258	neuropeptide S receptor 1	387129
14.8720884302194	1.73574483226056	0.328550592831094	5.28303667725507	1.27059940969273e-07	0.000171706849457553	TLX2	ENSG00000115297	T cell leukemia homeobox 2	3196
340.711645122857	1.74481333639537	0.306503374277488	5.69263989510187	1.25090031145477e-08	2.74697708395467e-05	GALR1	ENSG00000166573	galanin receptor 1	2587
3.04502380067503	1.75070048026001	0.430028058869782	4.07113081146676	4.67854661551549e-05	0.0182650459869725	TCN1	ENSG00000134827	transcobalamin 1	6947
68.2046699412076	1.91492171192351	0.374865402064396	5.10829140640341	3.25085021817538e-07	0.000335946686075912	HBA1	ENSG00000206172	hemoglobin subunit alpha 1	3039
7.01129273926493	2.02316491345173	0.37718499034728	5.36385318935668	8.14651251849514e-08	0.000119264943270769	C9orf135	ENSG00000204711	chromosome 9 open reading frame 135	138255
3.10679545786354	2.07895201984581	0.440132809363943	4.7234652259853	2.31859619911315e-06	0.00167781505465887	NKX2-4	ENSG00000125816	NK2 homeobox 4	644524
25.1786832350554	2.11211125152538	0.356560631961539	5.92356828600531	3.15029825454283e-09	8.69712892354317e-06	PHLDA2	ENSG00000181649	pleckstrin homology like domain family A member 2	7262
21.176854586175	2.14778468758672	0.350646829211807	6.12520778361112	9.05653403569126e-10	3.9776297484756e-06	LMX1B	ENSG00000136944	LIM homeobox transcription factor 1 beta	4010
126.461925153459	2.23457393812764	0.322781464670567	6.92286944173905	4.42585639916462e-12	3.8876722610262e-08	IGF2BP2	ENSG00000073792	insulin like growth factor 2 mRNA binding protein 2	10644
109.656239480366	2.40265107213705	0.46273555082889	5.19227681519871	2.07737825214648e-07	0.000229433341744251	POSTN	ENSG00000133110	periostin	10631
46.2389317468712	2.7552399592117	0.44492783813288	6.19255466408652	5.91968092171806e-10	3.4665651477581e-06	TRPM8	ENSG00000144481	transient receptor potential cation channel subfamily M member 8	79054
58.3277509264389	3.38990440332656	0.418330933939067	8.10340361733881	5.34425683553424e-16	9.38879040866656e-12	CHRNA9	ENSG00000174343	cholinergic receptor nicotinic alpha 9 subunit	55584
